Days Since,Date,Boulder Name,Area,Sub Area,V Grade,Euro Grade,Stars,Soft/Hard,Flash,Attempts,Minutes,Sessions,8a.nu Points,Final Time,Comment,FA,Athletic,Cruxy,Slopey,Crimpy,Sharp,Technical,Power,Endurance,Overhang,Vertical,Slab,Roof,Scary
3936,2014-08-24,"""A Question of Balance""","""Rocklands""","""The Pass - Roadside""",7.5,"""7B""",70,,,5,20,1,800,14:20:00,"""DESCRIPTORS: CRUXY | TECHNICAL | POWER | OVERHANG |

5 Attempts | 20 Minutes | 1 Sessions

Session #1 on 2014-08-24 at 14:00:00. 5 attempts, over 20 minutes. 
	Biggest team Go-Trunks disparity; I really like this problem. I'm all about that hybrid heel, using Conor's heel placement but Keenan's cam placement. Hopefully I'll be back one day for Out of Balance.""",,,"""CRUXY""",,,,"""TECHNICAL""","""POWER""",,"""OVERHANG""",,,,
3936,2014-08-24,"""Sunset Traverse""","""Rocklands""","""The Pass - Roadside""",6.0,"""7A""",50,,,4,30,1,700,16:30:00,"""DESCRIPTORS: ENDURANCE | VERTICAL | SCARY |

4 Attempts | 30 Minutes | 1 Sessions

Session #1 on 2014-08-24 at 16:00:00. 4 attempts, over 30 minutes. 
	Possibly the worst route reading of all time on the flash attempt. Touched nearly every hold on the wall. Had a bit of a breakdown after and later sketchily sent with only 1 misplaced pad.""",,,,,,,,,"""ENDURANCE""",,"""VERTICAL""",,,"""SCARY"""
3937,2014-08-23,"""Bullet-proof""","""Rocklands""","""de Pakhuys - Arch Valley""",5.5,"""6C+""",45,,"""FLASH""",1,1,1,700,15:01:00,"""DESCRIPTORS:

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2014-08-23 at 15:00:00. 1 attempts, over 1 minutes. 
	Partial rest day ascent. Cruxy last move to the sloper finish.""",,,,,,,,,,,,,,
3937,2014-08-23,"""Death-proof""","""Rocklands""","""de Pakhuys - Arch Valley""",6.0,"""7A""",55,,,2,5,1,702,15:05:00,"""DESCRIPTORS:

2 Attempts | 5 Minutes | 1 Sessions

Session #1 on 2014-08-23 at 15:00:00. 2 attempts, over 5 minutes. 
	Partial rest day ascent. Couldn't quite reach the jug on the first big move so had to grab the edge next to it to bump my foot up and then go into the jug.""",,,,,,,,,,,,,,
3938,2014-08-22,"""Les Guns""","""Rocklands""","""The Sassies""",3.0,"""6A""",35,,"""FLASH""",1,1,1,450,10:01:00,"""DESCRIPTORS:

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2014-08-22 at 10:00:00. 1 attempts, over 1 minutes. 
	Street shoes ascent. Not the first boulder that I did in Rocklands, contrary to prior beliefs.""",,,,,,,,,,,,,,
3938,2014-08-22,"""Culo de Gato""","""Rocklands""","""The Sassies""",4.0,"""6B""",35,,,3,15,1,500,11:15:00,"""DESCRIPTORS:

3 Attempts | 15 Minutes | 1 Sessions

Session #1 on 2014-08-22 at 11:00:00. 3 attempts, over 15 minutes. 
	First boulder with the whole crew!""",,,,,,,,,,,,,,
3938,2014-08-22,"""Wingdings and Things""","""Rocklands""","""The Sassies""",4.0,"""6B""",55,,"""FLASH""",1,1,1,550,11:31:00,"""DESCRIPTORS:

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2014-08-22 at 11:30:00. 1 attempts, over 1 minutes. 
	Big holds. Big moves. Classic Rocklands. That Ongo boulder is chalked full of such good lines.""",,,,,,,,,,,,,,
3938,2014-08-22,"""Pinotage""","""Rocklands""","""The Sassies""",8.0,"""7B+""",70,"""HARD""",,30,90,2,850,14:29:00,"""DESCRIPTORS: CRUXY | TECHNICAL | POWER | OVERHANG | SCARY |

30 Attempts | 90 Minutes | 2 Sessions

Session #1 on 2014-08-22 at 00:00:01. 1 attempts, over 1 minutes. 
	Backfill Comment #1

Session #2 on 2014-08-22 at 13:00:00. 29 attempts, over 89 minutes. 
	First multi-day project in Rocklands. Took 2 days and watching my Go-Trunks brother make it look easy. Thanks Teddy for telling me the heel beta, and thanks to Zach for the lock off beta. Super quality, maybe the most rewarding send of the whole trip.""",,,"""CRUXY""",,,,"""TECHNICAL""","""POWER""",,"""OVERHANG""",,,,"""SCARY"""
3938,2014-08-22,"""Maties""","""Rocklands""","""The Sassies""",6.0,"""7A""",40,,"""FLASH""",1,1,1,750,15:01:00,"""DESCRIPTORS:

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2014-08-22 at 15:00:00. 1 attempts, over 1 minutes. 
	Grabbed the dong hold and actually used it. Proud ascent for Vanessa, capitalizing on her first day magic.""",,,,,,,,,,,,,"""ROOF""",
3939,2014-08-21,"""Shift Horizons""","""Rocklands""","""de Pakhuys - Plateau""",8.0,"""7B+""",50,,,10,60,1,850,14:00:00,"""DESCRIPTORS: SLOPEY | POWER | OVERHANG |

10 Attempts | 60 Minutes | 1 Sessions

Session #1 on 2014-08-21 at 13:00:00. 10 attempts, over 60 minutes. 
	Team Go-Trunks! Still not entirely sure why we decided to climb it but it ended up being pretty fun. Had to use Keenan's beta to hop on the sendtrain. You gotta fight to earn that ""+"" in Rocklands.""",,,,"""SLOPEY""",,,,"""POWER""",,"""OVERHANG""",,,,
3939,2014-08-21,"""The Golden Rail""","""Rocklands""","""8 Day Rain""",5.0,"""6C""",40,"""HARD""",,5,20,1,600,17:20:00,"""DESCRIPTORS:

5 Attempts | 20 Minutes | 1 Sessions

Session #1 on 2014-08-21 at 17:00:00. 5 attempts, over 20 minutes. 
	So damn hard! High step method made it easier, but still one of the stiffest problems in Rocklands. Only time I went to 8 Day and it was only for a couple hours. Another spot to come back for.""",,,,,,,,,,,,,,
3940,2014-08-20,"""Dime Bag""","""Rocklands""","""Kleinfontein""",2.0,"""5C""",60,,"""FLASH""",1,1,1,400,13:01:00,"""DESCRIPTORS: CRIMPY | VERTICAL |

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2014-08-20 at 13:00:00. 1 attempts, over 1 minutes. 
	Sick face climb Keenan found. Seriously, the 3 lines on this boulder are a must do for anybody in the area.""",,,,,"""CRIMPY""",,,,,,"""VERTICAL""",,,
3940,2014-08-20,"""The Dankness""","""Rocklands""","""Kleinfontein""",5.0,"""6C""",70,,"""FLASH""",1,1,1,650,13:16:00,"""DESCRIPTORS: CRIMPY | VERTICAL |

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2014-08-20 at 13:15:00. 1 attempts, over 1 minutes. 
	There is always an intermediate crimp - Keenan Takahashi. The best line on the boulder another great find by Keenan.""",,,,,"""CRIMPY""",,,,,,"""VERTICAL""",,,
3941,2014-08-19,"""Sex Etiquette""","""Rocklands""","""de Pakhuys - Arch Valley""",5.0,"""6C""",50,"""HARD""",,5,20,1,600,16:20:00,"""DESCRIPTORS: OVERHANG |

5 Attempts | 20 Minutes | 1 Sessions

Session #1 on 2014-08-19 at 16:00:00. 5 attempts, over 20 minutes. 
	First Go-Trunks disparity. This is definitely not the top 6C Teddy! You must be crazier than a fish with titties if you think this is better than some of the other 6C's! Plus it was super hard for me. Sent in a right foot street shoe and a left foot barefoot. Had a bit of a challenge with the throw.""",,,,,,,,,,"""OVERHANG""",,,,
3941,2014-08-19,"""Esoterrorist""","""Rocklands""","""de Pakhuys - Arch Valley""",6.0,"""7A""",70,"""SOFT""","""FLASH""",1,1,1,750,17:01:00,"""DESCRIPTORS: CRIMPY | OVERHANG |

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2014-08-19 at 17:00:00. 1 attempts, over 1 minutes. 
	I actually left my feet and jumped! Shout out to Caitlin on this one.""",,,,,"""CRIMPY""",,,,,"""OVERHANG""",,,,
3941,2014-08-19,"""Director's Cunt""","""Rocklands""","""de Pakhuys - Arch Valley""",7.0,"""7A+""",55,,,2,5,1,752,17:35:00,"""DESCRIPTORS:

2 Attempts | 5 Minutes | 1 Sessions

Session #1 on 2014-08-19 at 17:30:00. 2 attempts, over 5 minutes. 
	Shoulda flashed. Missed the jug when standing up to it. Great pun name and a pretty solid problem.""",,,,,,,,,,,,,,
3941,2014-08-19,"""Guillotine""","""Rocklands""","""de Pakhuys - Arch Valley""",5.0,"""6C""",60,,"""FLASH""",1,1,1,650,18:01:00,"""DESCRIPTORS:

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2014-08-19 at 18:00:00. 1 attempts, over 1 minutes. 
	What a cool hold! Little mini hole in the wall.""",,,,,,,,,,,,,,
3942,2014-08-18,"""Bad Boy for Life""","""Rocklands""","""de Pakhuys - Plateau""",0.0,"""5A""",40,,"""FLASH""",1,1,1,300,10:01:00,"""DESCRIPTORS:

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2014-08-18 at 10:00:00. 1 attempts, over 1 minutes. 
	Quality street-shoe warmup. Needed to record to get that V0-V10 Rocklands steeze. Also notable: Jolie's first problem post climbing hiatus.""",,,,,,,,,,,,,,
3942,2014-08-18,"""Ice, Ice Baby""","""Rocklands""","""de Pakhuys - Plateau""",2.0,"""5C""",35,,"""FLASH""",1,1,1,400,10:31:00,"""DESCRIPTORS:

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2014-08-18 at 10:30:00. 1 attempts, over 1 minutes. 
	Kinda not super cool, dunno why it's listed as a notable problem for the area.""",,,,,,,,,,,,,,
3942,2014-08-18,"""Poison Dwarf""","""Rocklands""","""de Pakhuys - Plateau""",7.5,"""7B""",60,,,10,45,1,800,11:45:00,"""DESCRIPTORS: SLOPEY | POWER | OVERHANG |

10 Attempts | 45 Minutes | 1 Sessions

Session #1 on 2014-08-18 at 11:00:00. 10 attempts, over 45 minutes. 
	Gotta go with the power tow-down method! Really wished I walked up to Zanzibar after this, but I guess I'll save that one for next time.""",,,,"""SLOPEY""",,,,"""POWER""",,"""OVERHANG""",,,,
3942,2014-08-18,"""Girl on our Mind""","""Rocklands""","""de Pakhuys - Plateau""",4.5,"""6B+""",65,"""SOFT""","""FLASH""",1,1,1,600,12:01:00,"""DESCRIPTORS:

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2014-08-18 at 12:00:00. 1 attempts, over 1 minutes. 
	Gettin on that campus steeze. Good holds, big moves, the mold for a typical Rocklands boulder!""",,,,,,,,,,,,,,
3942,2014-08-18,"""Coal Chamber""","""Rocklands""","""de Pakhuys - Plateau""",4.5,"""6B+""",65,,"""FLASH""",1,1,1,600,13:01:00,"""DESCRIPTORS:

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2014-08-18 at 13:00:00. 1 attempts, over 1 minutes. 
	Yeeeee, best 6B+. What a sick climb, and props to Jolie for finishing it off.""",,,,,,,,,,,,,,
3942,2014-08-18,"""Dirty Hippie""","""Rocklands""","""de Pakhuys - Plateau""",4.0,"""6B""",50,,"""FLASH""",1,1,1,550,17:01:00,"""DESCRIPTORS:

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2014-08-18 at 17:00:00. 1 attempts, over 1 minutes. 
	Campus!!! If only the Dirty German's first move wasn't so damn hard...""",,,,,,,,,,,,,,
3942,2014-08-18,"""Freckles are Beautiful""","""Rocklands""","""de Pakhuys - Plateau""",4.5,"""6B+""",45,,"""FLASH""",1,1,1,600,17:31:00,"""DESCRIPTORS: CRIMPY |

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2014-08-18 at 17:30:00. 1 attempts, over 1 minutes. 
	Again, I couldn't dyno and had to static crimp past instead. Gotta get better and training those awkward dynos.""",,,,,"""CRIMPY""",,,,,,,,,
3943,2014-08-17,"""Broadside Arete""","""Rocklands""","""The Pass - Roadcrew""",7.5,"""7B""",75,,,10,60,1,800,12:00:00,"""DESCRIPTORS: CRUXY | OVERHANG | SCARY |

10 Attempts | 60 Minutes | 1 Sessions

Session #1 on 2014-08-17 at 11:00:00. 10 attempts, over 60 minutes. 
	Took a back splat and then sent a couple tries later. One of the best in the world, and maybe my favorite from my 17 day trip in Rocklands.""",,,"""CRUXY""",,,,,,,"""OVERHANG""",,,,"""SCARY"""
3943,2014-08-17,"""Orange Heart""","""Rocklands""","""The Pass - Roadcrew""",5.0,"""6C""",75,,"""FLASH""",1,1,1,650,13:01:00,"""DESCRIPTORS: OVERHANG |

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2014-08-17 at 13:00:00. 1 attempts, over 1 minutes. 
	Maybe the best rock quality in the world? The orange face is so pretty and the rock is harder than a bullet. Also home to one of Teddy's greatest post-send celebrations. Get it Wilt!""",,,,,,,,,,"""OVERHANG""",,,,
3943,2014-08-17,"""When the Day Breaks""","""Rocklands""","""The Pass - Roadcrew""",7.5,"""7B""",75,,,5,30,1,800,15:30:00,"""DESCRIPTORS: CRIMPY | POWER | OVERHANG |

5 Attempts | 30 Minutes | 1 Sessions

Session #1 on 2014-08-17 at 15:00:00. 5 attempts, over 30 minutes. 
	First move crux for sure! Finished the problem first time I stuck the first move. Props to Caitlin for figuring out the method on those low moves.""",,,,,"""CRIMPY""",,,"""POWER""",,"""OVERHANG""",,,,
3945,2014-08-15,"""Sassies warm-up right""","""Rocklands""","""The Sassies""",3.0,"""6A""",40,,"""FLASH""",1,1,1,450,10:01:00,"""DESCRIPTORS:

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2014-08-15 at 10:00:00. 1 attempts, over 1 minutes. 
	First boulder in Rocklands! Teddy with great vision to find such an epic warm up to kick off my trip, go team Go-Trunks.""",,,,,,,,,,,,,,
3945,2014-08-15,"""Springbok""","""Rocklands""","""The Sassies""",7.0,"""7A+""",75,,,10,60,1,750,12:00:00,"""DESCRIPTORS: ATHLETIC | CRIMPY | OVERHANG | SCARY |

10 Attempts | 60 Minutes | 1 Sessions

Session #1 on 2014-08-15 at 11:00:00. 10 attempts, over 60 minutes. 
	Had to crimp my way past the dyno, still world class!""",,"""ATHLETIC""",,,"""CRIMPY""",,,,,"""OVERHANG""",,,,"""SCARY"""
3945,2014-08-15,"""Un Petit Hueco dans Rocklands""","""Rocklands""","""The Sassies""",8.0,"""7B+""",65,"""SOFT""","""FLASH""",1,1,1,900,14:01:00,"""DESCRIPTORS: POWER | ENDURANCE | OVERHANG |

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2014-08-15 at 14:00:00. 1 attempts, over 1 minutes. 
	Power endurance. Climb a V6 into a V5 into another V5. First 7B+ flash! Stoked to capitalize on that first day magic!""",,,,,,,,"""POWER""","""ENDURANCE""","""OVERHANG""",,,"""ROOF""",
3960,2014-07-31,"""The Wheel of Rat Hole""","""Scotts Valley""","""Moose Lodge #545""",9.0,"""7C""",60,,,24,119,3,900,18:28:00,"""DESCRIPTORS: POWER | ENDURANCE | OVERHANG |

24 Attempts | 119 Minutes | 3 Sessions

Session #1 on 2014-06-12 at 17:00:00. 5 attempts, over 30 minutes. 
	First time at the Rat Hole. This was the MEGA KING line.

Session #2 on 2014-07-31 at 00:00:01. 1 attempts, over 1 minutes. 
	Backfill Comment #1

Session #3 on 2014-07-31 at 17:00:00. 18 attempts, over 88 minutes. 
	Start on the Drainage Theory block and climb into the crux of the Rat Hole (different than climbing into the bottom of the Rat Hole like Mark Seelos, that variation is at least V10). Power endurance!""",,,,,,,,"""POWER""","""ENDURANCE""","""OVERHANG""",,,,
3975,2014-07-16,"""Double Dyno""","""Tuolumne Meadows""","""Knobs Boulders""",2.0,"""5C""",45,,"""FLASH""",1,1,1,400,10:01:00,"""DESCRIPTORS:

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2014-07-16 at 10:00:00. 1 attempts, over 1 minutes. 
	OH MY GOD SUCH AN EXTREME no points off dyno.""",,,,,,,,,,,,,,
3975,2014-07-16,"""Kauk Problem""","""Tuolumne Meadows""","""Knobs Boulders""",5.0,"""6C""",45,,,3,10,1,600,10:10:00,"""DESCRIPTORS:

3 Attempts | 10 Minutes | 1 Sessions

Session #1 on 2014-07-16 at 10:00:00. 3 attempts, over 10 minutes. 
	It's so hot in the sun.""",,,,,,,,,,,,,,
3975,2014-07-16,"""Kauk Problem Sit""","""Tuolumne Meadows""","""Knobs Boulders""",6.0,"""7A""",45,,,3,10,1,700,10:20:00,"""DESCRIPTORS:

3 Attempts | 10 Minutes | 1 Sessions

Session #1 on 2014-07-16 at 10:10:00. 3 attempts, over 10 minutes. 
	Fuckin knobs make everything look so much easier than it feels.""",,,,,,,,,,,,,,
3975,2014-07-16,"""Snake Eyes""","""Tuolumne Meadows""","""Knobs Boulders""",2.0,"""5C""",40,,"""FLASH""",1,1,1,400,11:01:00,"""DESCRIPTORS: SHARP |

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2014-07-16 at 11:00:00. 1 attempts, over 1 minutes. 
	Owwww - My fingers.""",,,,,,"""SHARP""",,,,,,,,
3975,2014-07-16,"""The Scoop""","""Tuolumne Meadows""","""Knobs Boulders""",3.0,"""6A""",45,"""HARD""","""FLASH""",1,1,1,450,11:01:00,"""DESCRIPTORS: SCARY |

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2014-07-16 at 11:00:00. 1 attempts, over 1 minutes. 
	Oh sweet jesus topping this out was a disaster in the sun. Again, knobs are hard to climb for me.""",,,,,,,,,,,,,,"""SCARY"""
3975,2014-07-16,"""Out of Your League (High)""","""Tuolumne Meadows""","""Tenaya Hillside Boulders""",6.0,"""7A""",40,,"""FLASH""",1,1,1,750,13:01:00,"""DESCRIPTORS:

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2014-07-16 at 13:00:00. 1 attempts, over 1 minutes. 
	So you can take 6 points for jump starting? Well okay then. I guess I flashed, even though I flailed trying to get my feet off the ground from the V9 start holds for about an hour before.""",,,,,,,,,,,,,,
3977,2014-07-14,"""Cube Face""","""Tuolumne Meadows""","""Tenaya Lake Boulders""",3.0,"""6A""",40,,"""FLASH""",1,1,1,450,22:31:00,"""DESCRIPTORS:

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2014-07-14 at 22:30:00. 1 attempts, over 1 minutes. 
	Fun, but a little spooky in the dark.""",,,,,,,,,,,,,,
4009,2014-06-12,"""Right Warmup""","""Scotts Valley""","""Moose Lodge #545""",3.0,"""6A""",60,,"""FLASH""",1,1,1,450,14:01:00,"""DESCRIPTORS:

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2014-06-12 at 14:00:00. 1 attempts, over 1 minutes. 
	The perfect warmup for the boulder, and helps rehearse the finish of The Rat Hole.""",,,,,,,,,,,,,,
4009,2014-06-12,"""Drainage Theory""","""Scotts Valley""","""Moose Lodge #545""",6.0,"""7A""",65,,,15,60,1,700,16:00:00,"""DESCRIPTORS:

15 Attempts | 60 Minutes | 1 Sessions

Session #1 on 2014-06-12 at 15:00:00. 15 attempts, over 60 minutes. 
	Sick one by Keenan. Nicky's low beta is key for people who don't like big, thrutchy, shoulder moves, but both ways of doing the bottom are unreal!""",,,,,,,,,,,,,,
4009,2014-06-12,"""The Rat Hole""","""Scotts Valley""","""Moose Lodge #545""",8.0,"""7B+""",70,,,5,30,1,850,15:30:00,"""DESCRIPTORS: CRUXY | POWER | OVERHANG |

5 Attempts | 30 Minutes | 1 Sessions

Session #1 on 2014-06-12 at 15:00:00. 5 attempts, over 30 minutes. 
	Amazing line straight up, using features in the traingular cracks, finishing with a high, hard move off a sidepull. First ascent since Sharma's youth?""",,,"""CRUXY""",,,,,"""POWER""",,"""OVERHANG""",,,,
4009,2014-06-12,"""Rat Hole into Drainage""","""Scotts Valley""","""Moose Lodge #545""",6.0,"""7A""",70,,,5,20,1,700,16:20:00,"""DESCRIPTORS: ATHLETIC |

5 Attempts | 20 Minutes | 1 Sessions

Session #1 on 2014-06-12 at 16:00:00. 5 attempts, over 20 minutes. 
	The most pure line on the boulder, although the contrived lines are more fun.""",,"""ATHLETIC""",,,,,,,,,,,,
4009,2014-06-12,"""Rat Hole into Drainage Extended""","""Scotts Valley""","""Moose Lodge #545""",7.0,"""7A+""",60,,,5,20,1,750,16:50:00,"""DESCRIPTORS: ATHLETIC |

5 Attempts | 20 Minutes | 1 Sessions

Session #1 on 2014-06-12 at 16:30:00. 5 attempts, over 20 minutes. 
	Starting on the right warmup feature and moving across the starting holds of The Rat Hole and into the finishing cross/dunk move on Drainage Theory.""",,"""ATHLETIC""",,,,,,,,,,,,
4025,2014-05-27,"""Gunslinger""","""Tahoe""","""Middle Bliss""",5.0,"""6C""",60,,"""FLASH""",1,1,1,650,12:01:00,"""DESCRIPTORS:

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2014-05-27 at 12:00:00. 1 attempts, over 1 minutes. 
	Crux for me was coming in with the slopey compression after getting the jug.""",,,,,,,,,,,,,,
4041,2014-05-11,"""Old Soft Hsu""","""Santa Barbara""","""Painted Cave""",3.0,"""6A""",50,"""HARD""",,3,15,1,400,13:15:00,"""DESCRIPTORS: SCARY |

3 Attempts | 15 Minutes | 1 Sessions

Session #1 on 2014-05-11 at 13:00:00. 3 attempts, over 15 minutes. 
	1 pad, no spotter makes for a scary topout!""",,,,,,,,,,,,,,"""SCARY"""
4302,2013-08-23,"""The Rookie""","""Squamish""","""Grand Wall""",8.0,"""7B+""",60,"""SOFT""",,4,15,1,850,12:15:00,"""DESCRIPTORS:

4 Attempts | 15 Minutes | 1 Sessions

Session #1 on 2013-08-23 at 12:00:00. 4 attempts, over 15 minutes. 
	Maybe a little soft with the left-hand bump beta, but it's still a pretty sick problem.""",,,,,,,,,,,,,,
4302,2013-08-23,"""Styx""","""Squamish""","""North Walls""",7.0,"""7A+""",55,"""SOFT""",,2,5,1,752,14:05:00,"""DESCRIPTORS: ATHLETIC |

2 Attempts | 5 Minutes | 1 Sessions

Session #1 on 2013-08-23 at 14:00:00. 2 attempts, over 5 minutes. 
	Cool problem, cool holds, but who the hell called this a 7?""",,"""ATHLETIC""",,,,,,,,,,,,
4302,2013-08-23,"""Thunderballs""","""Squamish""","""North Walls""",5.0,"""6C""",40,"""HARD""",,15,60,1,600,16:00:00,"""DESCRIPTORS: CRIMPY | SHARP |

15 Attempts | 60 Minutes | 1 Sessions

Session #1 on 2013-08-23 at 15:00:00. 15 attempts, over 60 minutes. 
	Kinda sharp and kinda hard. Not the most sandbagged problem as some people claimed, but still tough for the grade. Harder than Styx.""",,,,,"""CRIMPY""","""SHARP""",,,,,,,,
4303,2013-08-22,"""Shadows""","""Squamish""","""Powerline Boulders""",4.0,"""6B""",65,,,2,5,1,502,13:05:00,"""DESCRIPTORS:

2 Attempts | 5 Minutes | 1 Sessions

Session #1 on 2013-08-22 at 13:00:00. 2 attempts, over 5 minutes. 
	A very cool looking boulder, plopped down in the middle of the forest with completely flat landings. It has better movement than it may first appear as well.""",,,,,,,,,,,,,,
4303,2013-08-22,"""Racing Ra""","""Squamish""","""Powerline Boulders""",5.0,"""6C""",60,,,2,5,1,602,14:05:00,"""DESCRIPTORS:

2 Attempts | 5 Minutes | 1 Sessions

Session #1 on 2013-08-22 at 14:00:00. 2 attempts, over 5 minutes. 
	Good problem, with a fitting name as well, since this problem could get pretty hot baking in the sun all day.""",,,,,,,,,,,,,,
4304,2013-08-21,"""The Hoop Wrangler""","""Squamish""","""Grand Wall""",5.0,"""6C""",50,,,2,5,1,602,11:05:00,"""DESCRIPTORS: POWER | SCARY |

2 Attempts | 5 Minutes | 1 Sessions

Session #1 on 2013-08-21 at 11:00:00. 2 attempts, over 5 minutes. 
	Cool power moves on good holds. Scary downclimb though, I definitely recommend coming down the log on the other side of the boulder.""",,,,,,,,"""POWER""",,,,,"""ROOF""","""SCARY"""
4305,2013-08-20,"""Resurrection""","""Squamish""","""North Walls""",9.0,"""7C""",75,,,50,300,5,900,16:56:00,"""DESCRIPTORS: CRUXY | CRIMPY | SHARP | OVERHANG |

50 Attempts | 300 Minutes | 5 Sessions

Session #1 on 2013-08-20 at 00:00:01. 1 attempts, over 1 minutes. 
	Backfill Comment #1

Session #2 on 2013-08-20 at 00:00:02. 1 attempts, over 1 minutes. 
	Backfill Comment #2

Session #3 on 2013-08-20 at 00:00:03. 1 attempts, over 1 minutes. 
	Backfill Comment #3

Session #4 on 2013-08-20 at 00:00:04. 1 attempts, over 1 minutes. 
	Backfill Comment #4

Session #5 on 2013-08-20 at 12:00:00. 46 attempts, over 296 minutes. 
	5 sessions over 2 years. Easily an 80-grade prow. Likely the hardest I've ever worked/tried/focused for a climb. Top-3 boulder problem I've ever done.""",,,"""CRUXY""",,"""CRIMPY""","""SHARP""",,,,"""OVERHANG""",,,,
4306,2013-08-19,"""Butterfly Effect""","""Squamish""","""Grand Wall""",4.0,"""6B""",55,"""HARD""",,5,25,1,500,11:25:00,"""DESCRIPTORS: SCARY |

5 Attempts | 25 Minutes | 1 Sessions

Session #1 on 2013-08-19 at 11:00:00. 5 attempts, over 25 minutes. 
	Scary landing and you gotta keep your cool at the top, those holds aren't jugs!""",,,,,,,,,,,,,,"""SCARY"""
4306,2013-08-19,"""Squamish Special""","""Squamish""","""Grand Wall""",4.0,"""6B""",40,,,2,10,1,502,13:10:00,"""DESCRIPTORS:

2 Attempts | 10 Minutes | 1 Sessions

Session #1 on 2013-08-19 at 13:00:00. 2 attempts, over 10 minutes. 
	Doesn't climb that well, kind of out of the way, and not super cool looking. Why is this so highly rated?""",,,,,,,,,,,,,,
4306,2013-08-19,"""Swank Stretch""","""Squamish""","""Grand Wall""",5.0,"""6C""",45,,"""FLASH""",1,1,1,650,15:01:00,"""DESCRIPTORS:

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2013-08-19 at 15:00:00. 1 attempts, over 1 minutes. 
	Kind of a pile. At least there are jugs on top.""",,,,,,,,,,,,,,
4307,2013-08-18,"""Mantra""","""Squamish""","""Grand Wall""",8.0,"""7B+""",65,,,10,45,2,850,13:44:00,"""DESCRIPTORS: ATHLETIC | POWER | OVERHANG |

10 Attempts | 45 Minutes | 2 Sessions

Session #1 on 2013-08-18 at 00:00:01. 1 attempts, over 1 minutes. 
	Backfill Comment #1

Session #2 on 2013-08-18 at 13:00:00. 9 attempts, over 44 minutes. 
	A very good all-around problem. Unfortunately you can't work any moves despite the fact that it's not very tall. Day 2 second go.""",,"""ATHLETIC""",,,,,,"""POWER""",,"""OVERHANG""",,,,
4311,2013-08-14,"""Double Decker""","""Squamish""","""Grand Wall""",3.0,"""6A""",50,"""HARD""",,3,15,1,400,10:15:00,"""DESCRIPTORS: SCARY |

3 Attempts | 15 Minutes | 1 Sessions

Session #1 on 2013-08-14 at 10:00:00. 3 attempts, over 15 minutes. 
	It's a little scary with that rock underneath, had to put my shoes on for it to go.""",,,,,,,,,,,,,,"""SCARY"""
4312,2013-08-13,"""Hog Wild""","""Squamish""","""North Walls""",5.0,"""6C""",50,,,2,10,1,602,10:10:00,"""DESCRIPTORS: SLOPEY | ENDURANCE |

2 Attempts | 10 Minutes | 1 Sessions

Session #1 on 2013-08-13 at 10:00:00. 2 attempts, over 10 minutes. 
	Another sloper traverse in Squamish. The top out is pretty dirty and I ended up butt scooting over the slab.""",,,,"""SLOPEY""",,,,,"""ENDURANCE""",,,,,
4312,2013-08-13,"""Little Dragon Left""","""Squamish""","""Paradise Valley""",7.0,"""7A+""",55,"""SOFT""",,2,2,1,752,14:02:00,"""DESCRIPTORS:

2 Attempts | 2 Minutes | 1 Sessions

Session #1 on 2013-08-13 at 14:00:00. 2 attempts, over 2 minutes. 
	I thought it was going to be a hard first move, turns out that it's pretty much the same as Little Dragon. Pseudo-flash.""",,,,,,,,,,,,,,
4324,2013-08-01,"""Arete of Troy""","""Santa Barbara""","""Painted Cave""",0.0,"""5A""",60,,"""FLASH""",1,1,1,300,10:01:00,"""DESCRIPTORS:

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2013-08-01 at 10:00:00. 1 attempts, over 1 minutes. 
	Unreal warmup!""",,,,,,,,,,,,,,
