superAdj_rnk,adj_rnk,avg_rnk,ofp_rnk,*data*,first_name,last_name,age,position,bats,throws,p_type,cur_team,*overall*,superAdj_FV,adj_FV,avg_FV,ofp_FV,flag_value,shortlist_value,shortlist_notes,*FV*,FV_pts,fg_FV,mi_grade,mlbp_FV,fgd_FV,mlbd_FV,fg_OFP_present,fg_OFP_future,mlb_OFP,*rnk*,fg100,mlbp_top100,fgd_top100,fgd_rank,mlbd_rank,*bio*,prospect_id,height,weight,*eta*,fg_eta,mi_eta,mlbp_eta,*extras*,mi_blurb,mlbp_blurb,fgd_blurb,mlbd_blurb,fg_video,fgd_video,*nsbl*,NSBL_team,salary,contract,*sign*,fgd_pick_team,fgd_pick_num,fg_signed,fg_signedFrom,mlbp_signed,*edu*,fgd_school,fgd_college_commit,mlbd_school,mlbd_grade,*team*,fg_team,mi_team,mlbp_team,*flags*,sleeper,breakout,upside,personal_traits,*intang*,fg_athleticiscm,fg_frame,fg_performance,*fg hit*,Hit_present,GamePower_present,RawPower_present,Speed_present,Field_present,Throws_present,Hit_future,GamePower_future,RawPower_future,Speed_future,Field_future,Throws_future,*fh pit*,Fastball_present,Changeup_present,Curveball_present,Slider_present,Cutter_present,Splitter_present,Other_present,Command_present,Fastball_future,Changeup_future,Curveball_future,Slider_future,Cutter_future,Splitter_future,Other_future,Command_future,*mlb hit*,hit,power,run,arm,field,*mlb pit*,fastball,change,curve,slider,cutter,splitter,other,control
761,752,494,1063,"""|""","""Austin""","""Allen""",24.37,"""C/1B""","""L""","""R""","""professional""","""SD""","""|""",41.4,41.4,41.2,43.9,0.00,,,"""|""",206,,"""C+/B-""",45,,,,,43.9,"""|""",,,,,,"""|""",1317,"""74""","""220""","""|""",,"""2019""",2019,"""|""","""Age 23 (24 next week), fourth round pick in 2015 from Florida Tech, hit .283/.353/.497 with 22 homers, 44 walks, 109 strikeouts in 463 at-bats in High-A; threw out 21% of runners in 17 and 20% in 16; real power from the left side and a fair feel for the strike zone, might not hit for high averages at the top levels but power should carry forward; problem here is defense, as hes not a bad receiver per se but has consistent problems throwing out runners; bat would be less attractive if he has to switch positions. ETA 2019.""","""Scouting grades: Hit: 50 | Power: 50 | Run: 30 | Arm: 50 | Field: 45 | Overall: 45  The Padres selected Allen in the fourth round of the 2015 Draft, making him the highest-drafted player to come out of Florida Tech. The top NCAA Division II prospect in his Draft class, he signed for $484,000, made his pro debut at Class A Short-Season Tri-City and then earned All-Star honors while finishing sixth in the batting race (.320) at Class A Fort Wayne in first full season. He made even greater strides at the plate with Class A Advanced Lake Elsinore in 2017, when he finished fourth in the California League with 22 home runs and third with a .497 slugging percentage.   A left-handed hitter with bat speed and strength, Allen is an offensive-minded backstop who knows how to drive the ball and projects to hit for power and some average. He has a knack for making hard contact to all fields and does a good job controlling the strike zone, though he did experience a nearly 6-percent jump in his strikeout rate with the move up to Lake Elsinore.  While Allen's large frame continues to raise questions among evaluators about whether he can stay behind the plate long term, club officials were pleased with the progress he made in 2017 after working with catching instructor John Nestor. He has decent hands and some raw arm strength, but his receiving skills are below average and he needs to improve his catch-and-throw skills after throwing out just 19.7 percent of attempted basestealers in three professional seasons.""",,,,,"""|""",,,,"""|""",,,,,,"""|""",,,,,"""|""",,"""sd""","""SD""","""|""",0,0,0,0,"""|""",,,,"""|""",,,,,,,,,,,,,"""|""",,,,,,,,,,,,,,,,,"""|""",50,50,30,50,45,"""|""",,,,,,,,
768,759,770,724,"""|""","""Zach""","""Jackson""",23.43,"""RHP""","""R""","""R""","""professional""","""TOR""","""|""",41.4,41.4,40.0,46.9,0.00,,,"""|""",160,40,,,,,40.0,47.5,,"""|""",0,,,,,"""|""",1666,"""75""","""200""","""|""",2019,,,"""|""",,,,,,,"""|""","""CIN""",0.500,"""XXX""","""|""",,,"""3rd rd 2016""","""Arkansas""",,"""|""",,,,,"""|""","""TOR""",,,"""|""",0,0,0,0,"""|""",,,,"""|""",,,,,,,,,,,,,"""|""",50,45,,55,,,,30,55,50,,60,,,,40,"""|""",,,,,,"""|""",,,,,,,,
771,794,773,324,"""|""","""Imani""","""Abdullah""",21.11,"""RHP""","""R""","""R""","""professional""","""LA""","""|""",41.4,40.9,40.0,50.0,0.50,,,"""|""",80,,,45,,,,,50.0,"""|""",,,,,,"""|""",1653,"""76""","""205""","""|""",,,2020,"""|""",,"""Scouting grades: Fastball: 60 | Curveball: 50 | Changeup: 55 | Control: 55 | Overall: 45  Unlike most pitching prospects, Abdullah has more of a golf than a baseball background and didn't take the mound until his junior year in high school. The Dodgers liked his upside enough to give him third-round money ($650,000) in the 11th round of the 2015 Draft and have part-owner Magic Johnson call to welcome him to the organization. They've handled him with care and had him open 2017 in extended spring training to work on his strength and mechanics, then shut him down in July when his shoulder bothered him after just 12 1/3 innings in low Class A.  Abdullah's fastball velocity has risen from 88-90 mph when he was a high school senior to 92-94 now with a peak of 97. His heater features run and sink, and it could sit in the mid-90s once he fills out his projectable 6-foot-4 frame. He has a surprisingly advanced changeup with fade, given his background, though he's still learning to maintain consistent arm speed when he throws his curveball.  Los Angeles knew Abdullah would be a long-term project when it drafted him and will be patient with his development. He has good athleticism and body control for his size, which bodes well for his future control and command. Club officials praise his intelligence and competitiveness.""",,,,,"""|""",,,,"""|""",,,,,,"""|""",,,,,"""|""",,,"""LA""","""|""",0,0,1,1,"""|""",,,,"""|""",,,,,,,,,,,,,"""|""",,,,,,,,,,,,,,,,,"""|""",,,,,,"""|""",60,55,50,,,,,55
772,795,774,325,"""|""","""Tony""","""Gonsolin""",24.05,"""RHP""","""R""","""R""","""professional""","""LA""","""|""",41.4,40.9,40.0,50.0,0.50,,,"""|""",80,,,45,,,,,50.0,"""|""",,,,,,"""|""",2361,"""74""","""180""","""|""",,,2019,"""|""",,"""Scouting grades: Fastball: 65 | Curveball: 55 | Slider: 55 | Splitter: 60 | Control: 50 | Overall: 45  A two-way standout at St. Mary's, Gonsolin led the Gaels in hitting (.308) as a sophomore, steals (12) and saves (seven) as a junior and saves again (six) as a senior. The Dodgers liked his tools as an outfielder but preferred him on the mound, putting him there full-time after signing him for $2,500 as a ninth-rounder in 2016. Concentrating on pitching paid off as his stuff took a dramatic leap in his first full year as a pro.  Gonsolin opened 2017 with an 89-92 mph fastball, boosted it to 90-94 in May, started working in the mid-90s in August and touched 100 mph by season's end. His secondary pitches also gained power and can miss bats as well. He backs up his heater with an upper-80s splitter that bottoms out at the plate, a mid-80s slider and a low-80s curveball that can be a hammer at times.  The athleticism that served Gonsolin well as a position player also helps him find the strike zone on a regular basis. Though he can show four quality pitches, Los Angeles plans on developing him as a multi-inning reliever rather than trying to make him a starter. If his newfound stuff is for real, he won't need much more time in the Minors.""",,,,,"""|""",,,,"""|""",,,,,,"""|""",,,,,"""|""",,,"""LA""","""|""",0,1,0,1,"""|""",,,,"""|""",,,,,,,,,,,,,"""|""",,,,,,,,,,,,,,,,,"""|""",,,,,,"""|""",65,,55,55,,60,,50
776,766,778,698,"""|""","""Blake""","""Hunt""",19.56,"""C""","""R""","""R""","""professional""","""SDP""","""|""",41.3,41.3,40.0,47.1,0.00,,,"""|""",160,40,,,,,30.7,48.6,,"""|""",0,,,,,"""|""",2121,"""75""","""185""","""|""",2022,,,"""|""",,,,,,,"""|""",,,,"""|""",,,"""2nd rd 2017""","""Mater Dei HS (CA)""",,"""|""",,,,,"""|""","""SDP""",,,"""|""",0,0,0,0,"""|""",,,,"""|""",20,20,55,40,40,55,50,45,60,30,55,55,"""|""",,,,,,,,,,,,,,,,,"""|""",,,,,,"""|""",,,,,,,,
784,772,537,773,"""|""","""Sam""","""Howard""",25.24,"""LHP""","""R""","""L""","""professional""","""COl""","""|""",41.2,41.2,40.7,46.7,0.00,,,"""|""",366,40,"""C+/B-""",45,,,,,46.7,"""|""",0,,,,,"""|""",913,"""75""","""170""","""|""",2018,"""late 2018""",2018,"""|""","""Age 24, third round pick in 2014 from Georgia Southern University; posted 3.32 ERA with 104/43 K/BB in 127 innings in Double-A/Triple-A, including a good bit of pitching in the PCL without overt collapse of his stats; survived Albuquerque intact in other words, which is fine training for Coors Field; looks like a finesse lefty on paper but fastball can get up to 95, also has a good changeup; slider is generally average and can get flat; potential fourth starter who might be more dominant on per-inning basis if used in bullpen; ETA late 2018.""","""Scouting grades: Fastball: 55 | Slider: 50 | Changeup: 55 | Control: 50 | Overall: 45  The Rockies liked Howard's pitchability enough to draft him in the third round in 2014, then helped him refine a more balanced delivery in hopes of improving his velocity and command. It worked, as he led the low Class South Atlantic League in strikeouts (122) and strikeout rate (8.2 per nine innings) in his first full pro season. He earned mid-season promotions in each of the next two years and was the most successful starter at the hitter's haven that is Triple-A Albuquerque last summer.  Howard works at 91-94 mph and can hit 96 with his fastball, though with less sink than he showed early in his pro career. His groundout/airout ratio shrunk from 1.6 in his first two seasons to 0.7 in his next two. There are nights when his deceptive changeup is his best pitch and it's the main reason he has been more successful against right-handers than left-handers.   Howard's slider gives him an average third offering. While he provides consistent strikes, his lack of a true plus pitch means he has to be precise with his location. He could be a No. 4 starter if he can improve his slider and command.""",,,,,"""|""",,,,"""|""",,,"""3rd rd 2014""","""Georgia Southern""",,"""|""",,,,,"""|""","""COL""","""col""","""COl""","""|""",0,0,0,0,"""|""",,,,"""|""",,,,,,,,,,,,,"""|""",,,,,,,,,,,,,,,,,"""|""",,,,,,"""|""",55,55,,50,,,,50
791,796,792,264,"""|""","""Larry""","""Ernesto""",17.72,"""OF""","""S""","""R""","""professional""","""MIL""","""|""",41.2,40.9,40.0,50.4,0.25,,,"""|""",80,,,45,,,,,50.4,"""|""",,,,,,"""|""",1952,"""74""","""175""","""|""",,,2022,"""|""",,"""Scouting grades: Hit: 50 | Power: 55 | Run: 55 | Arm: 50 | Field: 55 | Overall: 45  No. 14 on MLB Pipeline's Top 30 International Prospect list for the 2017-18 signing period, Ernesto endeared himself to international scouts with his across-the-board tools and his athletic projectable body. Milwaukee made the 16-year-old outfielder its top priority and inked him with a $1.8 million bonus on July 2.  The switch-hitting Ernesto has a good approach at the plate and likes to drive the ball into the gaps. He has a chance to hit for average and power from both sides of the plate as he develops physically, but he is considered a better left-handed hitter at the moment. Known as a speedy runner, the hope is that Ernesto will be able to use his raw speed on the bases and eventually become a basestealer.  On defense, Ernesto has the speed and instincts to play center field, but like most prospects his age, he will have to work on improving his routes and angles to fly balls. The belief is that he has the potential to become an above-average defender, and there's hope that he will develop more arm strength once his body matures.""",,,,,"""|""",,,,"""|""",,,,,"""July 2, 2017 - MIL""","""|""",,,,,"""|""",,,"""MIL""","""|""",0,0,0,1,"""|""",,,,"""|""",,,,,,,,,,,,,"""|""",,,,,,,,,,,,,,,,,"""|""",50,55,55,50,55,"""|""",,,,,,,,
792,825,466,1222,"""|""","""Matt""","""Whatley""",22.40,"""C""","""R""","""R""","""professional""","""TEX""","""|""",41.2,40.7,41.7,38.8,0.50,,,"""|""",375,40,"""B-""",45,,,30.7,37.9,43.2,"""|""",0,,,,,"""|""",1973,"""70""","""200""","""|""",2021,"""late 2020""",2020,"""|""","""Age 22, third round pick in 2017 out of Oral Roberts University; hit .295/.376/.452 in 166 at-bats between Arizona Rookie and Northwest Leagues, with 18 walks, 31 strikeouts; threw out 33% of runners; excellent defensive reputation, with good throwing skills, mobility, blocking, and leadership; could have been a first round pick but scouts werent sure about his bat, hurting his stock just enough to drop him down a couple of rounds; could be a steal for Texas, as he didnt have many problems in his pro debut and showed intriguing power; ETA late 2020.""","""Scouting grades: Hit: 45 | Power: 45 | Run: 40 | Arm: 55 | Field: 55 | Overall: 45  After finding one of the game's best defensive catching prospects in Jose Trevino at Oral Roberts in 2014, the Rangers went back to the Golden Eagles for another backstop last June. The Johnny Bench Award winner as college baseball's top backstop in 2017, Whatley signed for $517,000 as a third-rounder. He hit better than expected in his pro debut while providing his usual strong work behind the plate.  Whatley was arguably the best all-around defender among college catchers available in last year's Draft. He receives and blocks well, and he's tough on basestealers with his solid, accurate arm. He has more athleticism and speed than most players at his position, though he's still a below-average runner.  Questions about Whatley's upside arose when he struggled with wood bats in the Cape Cod League in 2016 and slumped at the outset of last spring. He fared better when he stopped worrying about home runs and focused on sticking with his disciplined approach. He makes consistent contact, owns decent pop and will work counts to draw walks.""",,,"""http://www.youtube.com/embed/a_dkqhQUrqo?autoplay=1""",,"""|""",,,,"""|""",,,"""3rd rd 2017""","""Oral Roberts""",,"""|""",,,,,"""|""","""TEX""","""tex""","""TEX""","""|""",0,0,1,1,"""|""",,,,"""|""",20,20,40,45,50,60,30,30,45,40,60,60,"""|""",,,,,,,,,,,,,,,,,"""|""",45,45,40,55,55,"""|""",,,,,,,,
793,826,793,595,"""|""","""Ryan""","""Merritt""",26.28,"""LHP""","""L""","""L""","""professional""","""CLE""","""|""",41.2,40.7,40.0,47.9,0.50,,,"""|""",200,,"""C+""",45,,,,,47.9,"""|""",,,,,,"""|""",1678,"""72""","""180""","""|""",,"""2018""",2018,"""|""","""Age 25, 3.03 ERA with 85/25 K/BB in 116 innings in Triple-A, 1.74 ERA in 21 major league innings with 7/4 K/BB; very polished finesse pitcher with nothing left to prove in the minors, always behind other people on the depth chart because he doesnt throw hard but has always been successful; I dont see why that will change. ETA 2018.""","""Scouting grades: Fastball: 45 | Curveball: 50 | Slider: 40 | Changeup: 55 | Control: 60 | Overall: 45  A 16th-round Draft pick in 2011, Merritt etched his name in Indians postseason lore with his performance in Game 5 of the American League Championship Series in 2016 against the Blue Jays. Called on to make a spot start, the left-hander tossed 4 1/3 scoreless innings, allowing just two hits and retiring 12 of the 14 hitters he faced, to propel the Tribe to a 3-0 victory and its sixth American League pennant. Merritt continued to pitch well as a big leaguer spot starter in 2017, though a loaded Indians rotation kept him buried for much of the year in Triple-A, where he turned in yet another solid campaign. The southpaw opened the season on the 10-day disabled list with a left knee sprain.  What Merritt lacks in stuff he makes up for with pitchability and excellent command. The left-hander adds and subtracts from his upper-80s fastball and complements it with an above-average changeup. He knows how to use his curveball effectively while also mixing in a below-average slider simply to keep hitters guessing and off balance. Everything he throws plays up thanks to plus control and command that has helped him produce just 1.5 walks-per-nine nine innings in over 800 career frames in the Minors.  Merritt's lack of premium stuff and perennially low strikeout rates limit his upside, but he's more than qualified to serve as a fifth starter or swingman in the big leagues, a role he's likely to keep filling for the Indians going forward.""",,,,,"""|""","""PHI""",1.500,"""V""","""|""",,,,,,"""|""",,,,,"""|""",,"""cle""","""CLE""","""|""",0,0,1,1,"""|""",,,,"""|""",,,,,,,,,,,,,"""|""",,,,,,,,,,,,,,,,,"""|""",,,,,,"""|""",45,55,50,40,,,,60
794,827,794,639,"""|""","""Jose""","""Sanchez""",17.89,"""SS/2B/3B""","""R""","""R""","""professional""","""WAS""","""|""",41.2,40.7,40.0,47.5,0.50,,,"""|""",80,,,45,,,,,47.5,"""|""",,,,,,"""|""",1588,"""71""","""155""","""|""",,,2021,"""|""",,"""Scouting grades: Hit: 50 | Power: 45 | Run: 50 | Arm: 60 | Field: 60 | Overall: 45  The Nationals made a haul on up-the-middle talents during the 2016-17 international period, signing a trio of promising 16-year-old shortstops in Luis Garcia, Yasel Antuna and Sanchez, the latter of whom signed for $950,000 out of Venezuela on July 12. While Garcia and Antuna have already emerged as the gems of that group, Sanchez, with his slick defense and remaining projection, continues to excite club officials.   Sanchez's plus defense is his calling card. He shows good hands, fluid actions and plus arm strength at shortstop, as well as confidence that allow him to make challenging plays appear routine. At the plate, Sanchez's compact swing and present feel for going the other way gives him a chance to hit for average, and he should develop some power as he grows into his lean and athletic frame. He also shows good instincts on the bases, though his speed is only average.  Playing on the same infield as Garcia and Antuna in the Rookie-level Gulf Coast League, Sanchez saw time at second and third base in addition to his work as a shortstop. Though he's a clean fit at the latter position, a utility infield role could be Sanchez's ticket to the Major Leagues.""",,,,,"""|""",,,,"""|""",,,,,"""July 12, 2016 - WSH""","""|""",,,,,"""|""",,,"""WAS""","""|""",0,1,0,1,"""|""",,,,"""|""",,,,,,,,,,,,,"""|""",,,,,,,,,,,,,,,,,"""|""",50,45,50,60,60,"""|""",,,,,,,,
795,828,795,640,"""|""","""Tyler""","""Johnson""",22.78,"""RHP""","""R""","""R""","""professional""",,"""|""",41.2,40.7,40.0,47.5,0.50,,,"""|""",80,,,45,,,,,47.5,"""|""",,,,,,"""|""",2124,"""75""","""205""","""|""",,,2020,"""|""",,"""Scouting grades: Fastball: 65 | Slider: 55 | Changeup: 45 | Control: 50 | Overall: 45  Johnson pitched just 7 2/3 innings as a South Carolina freshman in 2015 before emerging as the closer for the Gamecocks and the U.S. collegiate national team as a sophomore. Though he missed six weeks with a sore arm last spring, he continued to excel in the late innings and earned a slightly over-slot $390,000 bonus as a White Sox fifth-rounder. He pitched well in his pro debut and converted both of his save opportunities in low Class A before tiring in the final two weeks.  Johnson works off a fastball that ranges from 92-97 mph and tops out at 100, compensating for modest life by usually locating it well down in the strike zone. He backs up his heater with a low-80s slider that features nice bite at its best but also gets slurvy at times. He also has a fringy changeup that he may dust off more often after left-handers batted .341 against him in his first taste of pro ball.  Some scouts who saw Johnson as an amateur thought he had the three-pitch mix and athleticism to make it as a starter, but Chicago plans to fast-track him as a reliever. How quickly he moves will depend on his control and command, which were less reliable in his debut than they were in college. He has closer upside but will need more consistency to get there.""",,,,,"""|""",,,,"""|""",,,,,,"""|""",,,,,"""|""",,,,"""|""",0,0,1,1,"""|""",,,,"""|""",,,,,,,,,,,,,"""|""",,,,,,,,,,,,,,,,,"""|""",,,,,,"""|""",65,45,,55,,,,50
