player_name,PitchingLine,role,spWAR,rpWAR,ovr,adj,T,stam,#pit,gb%,FIP-,vsR_FIP-,vsL_FIP-,team_abb
A.J. Blubaugh,"SP, 43 ovr / 20 adj (47 stam, 3 pit) 44 GB% | 191 vsR | 184 vsL | 189 FIP-",SP,-3.6,-1.6,43.0,20,R,47.0,3,44.0,189.0,191.0,184.0,LAD
Pedro Avila,"RP, 39 ovr / 24 adj (33 stam, 1 pit) 51 GB% | 141 vsR | 155 vsL | 148 FIP-",RP,0.0,-0.7,39.0,24,R,33.0,1,51.0,148.0,141.0,155.0,
Penn Murfee,"RP, 38 ovr / 20 adj (23 stam, 0 pit) 53 GB% | 154 vsR | 185 vsL | 167 FIP-",RP,0.0,-1.2,38.0,20,R,23.0,0,53.0,167.0,154.0,185.0,
Pete Fairbanks,"RP, 62 ovr / 52 adj (14 stam, 2 pit) 49 GB% | 65 vsR | 85 vsL | 75 FIP-",RP,0.0,1.2,62.0,52,R,14.0,2,49.0,75.0,65.0,85.0,TOR
Pete Hansen,"SP, 39 ovr / 20 adj (64 stam, 0 pit) 44 GB% | 210 vsR | 197 vsL | 208 FIP-",SP,-4.8,-2.0,39.0,20,L,64.0,0,44.0,208.0,210.0,197.0,PHI
Peter Heubeck,"SP, 36 ovr / 20 adj (50 stam, 2 pit) 39 GB% | 213 vsR | 230 vsL | 219 FIP-",SP,-5.4,-2.2,36.0,20,R,50.0,2,39.0,219.0,213.0,230.0,WAS
Peter Lambert,"RP, 39 ovr / 20 adj (39 stam, 1 pit) 43 GB% | 180 vsR | 176 vsL | 179 FIP-",RP,0.0,-1.4,39.0,20,R,39.0,1,43.0,179.0,180.0,176.0,
Peter Solomon,"RP, 43 ovr / 20 adj (49 stam, 1 pit) 44 GB% | 178 vsR | 187 vsL | 181 FIP-",RP,0.0,-1.4,43.0,20,R,49.0,1,44.0,181.0,178.0,187.0,
Peter Strzelecki,"RP, 38 ovr / 20 adj (16 stam, 1 pit) 45 GB% | 161 vsR | 177 vsL | 167 FIP-",RP,0.0,-1.1,38.0,20,R,16.0,1,45.0,167.0,161.0,177.0,
Peyton Alford,"RP, 36 ovr / 20 adj (18 stam, 1 pit) 41 GB% | 183 vsR | 201 vsL | 186 FIP-",RP,0.0,-1.5,36.0,20,L,18.0,1,41.0,186.0,183.0,201.0,
Peyton Pallette,"RP, 40 ovr / 21 adj (23 stam, 4 pit) 47 GB% | 165 vsR | 147 vsL | 157 FIP-",RP,0.0,-0.9,40.0,21,R,23.0,4,47.0,157.0,165.0,147.0,PIT
Phil Bickford,"RP, 43 ovr / 28 adj (17 stam, 2 pit) 41 GB% | 121 vsR | 156 vsL | 137 FIP-",RP,0.0,-0.5,43.0,28,R,17.0,2,41.0,137.0,121.0,156.0,
Phil Fox,"RP, 37 ovr / 20 adj (19 stam, 2 pit) 54 GB% | 182 vsR | 205 vsL | 191 FIP-",RP,0.0,-1.6,37.0,20,R,19.0,2,54.0,191.0,182.0,205.0,
Phil Maton,"RP, 59 ovr / 49 adj (14 stam, 4 pit) 52 GB% | 71 vsR | 93 vsL | 82 FIP-",RP,0.0,1.0,59.0,49,R,14.0,4,52.0,82.0,71.0,93.0,PHI
Philip Abner,"RP, 38 ovr / 25 adj (16 stam, 2 pit) 55 GB% | 153 vsR | 133 vsL | 144 FIP-",RP,0.0,-0.6,38.0,25,L,16.0,2,55.0,144.0,153.0,133.0,
Pierce Johnson,"RP, 42 ovr / 27 adj (14 stam, 2 pit) 49 GB% | 143 vsR | 133 vsL | 138 FIP-",RP,0.0,-0.5,42.0,27,R,14.0,2,49.0,138.0,143.0,133.0,
Pierson Ohl,"SP, 44 ovr / 29 adj (58 stam, 1 pit) 38 GB% | 125 vsR | 169 vsL | 143 FIP-",SP,-0.6,-0.6,44.0,29,R,58.0,1,38.0,143.0,125.0,169.0,
PJ Poulin,"RP, 38 ovr / 26 adj (18 stam, 3 pit) 46 GB% | 159 vsR | 91 vsL | 143 FIP-",RP,0.0,-0.6,38.0,26,L,18.0,3,46.0,143.0,159.0,91.0,
Porter Hodge,"SP, 48 ovr / 60 adj (30 stam, 3 pit) 46 GB% | 90 vsR | 105 vsL | 96 FIP-",SP,3.0,0.6,48.0,60,R,30.0,3,46.0,96.0,90.0,105.0,MIL
Prelander Berroa,"RP, 39 ovr / 20 adj (27 stam, 2 pit) 46 GB% | 151 vsR | 173 vsL | 161 FIP-",RP,0.0,-1.0,39.0,20,R,27.0,2,46.0,161.0,151.0,173.0,CHW
Quinn Mathews,"SP, 46 ovr / 48 adj (56 stam, 4 pit) 54 GB% | 121 vsR | 97 vsL | 113 FIP-",SP,1.7,0.2,46.0,48,L,56.0,4,54.0,113.0,121.0,97.0,ATL
Quinn Priester,"SP, 50 ovr / 43 adj (66 stam, 2 pit) 65 GB% | 99 vsR | 139 vsL | 121 FIP-",SP,1.0,-0.1,50.0,43,R,66.0,2,65.0,121.0,99.0,139.0,MIL
R.J. Dabovich,"RP, 37 ovr / 20 adj (15 stam, 2 pit) 41 GB% | 189 vsR | 187 vsL | 189 FIP-",RP,0.0,-1.6,37.0,20,R,15.0,2,41.0,189.0,189.0,187.0,TEX
Rafael Montero,"RP, 39 ovr / 25 adj (14 stam, 2 pit) 47 GB% | 122 vsR | 190 vsL | 145 FIP-",RP,0.0,-0.7,39.0,25,R,14.0,2,47.0,145.0,122.0,190.0,
Raisel Iglesias,"RP, 59 ovr / 46 adj (15 stam, 3 pit) 50 GB% | 79 vsR | 105 vsL | 89 FIP-",RP,0.0,0.8,59.0,46,R,15.0,3,50.0,89.0,79.0,105.0,CHC
Randel Clemente,"RP, 36 ovr / 20 adj (19 stam, 2 pit) 48 GB% | 144 vsR | 200 vsL | 169 FIP-",RP,0.0,-1.2,36.0,20,R,19.0,2,48.0,169.0,144.0,200.0,
Randy Dobnak,"SP, 43 ovr / 20 adj (50 stam, 1 pit) 62 GB% | 140 vsR | 179 vsL | 161 FIP-",SP,-1.8,-1.0,43.0,20,R,50.0,1,62.0,161.0,140.0,179.0,
Randy Rodriguez,"RP, 47 ovr / 42 adj (23 stam, 2 pit) 46 GB% | 93 vsR | 113 vsL | 98 FIP-",RP,0.0,0.5,47.0,42,R,23.0,2,46.0,98.0,93.0,113.0,NYM
Randy Vasquez,"SP, 42 ovr / 20 adj (53 stam, 0 pit) 45 GB% | 169 vsR | 223 vsL | 193 FIP-",SP,-3.9,-1.7,42.0,20,R,53.0,0,45.0,193.0,169.0,223.0,STL
Ranger Suarez,"SP, 57 ovr / 65 adj (58 stam, 4 pit) 65 GB% | 86 vsR | 76 vsL | 84 FIP-",SP,4.1,1.0,57.0,65,L,58.0,4,65.0,84.0,86.0,76.0,NYY
Ray Kerr,"RP, 45 ovr / 34 adj (19 stam, 3 pit) 44 GB% | 127 vsR | 102 vsL | 119 FIP-",RP,0.0,0.0,45.0,34,L,19.0,3,44.0,119.0,127.0,102.0,
Reagan Todd,"RP, 36 ovr / 20 adj (15 stam, 3 pit) 48 GB% | 193 vsR | 157 vsL | 186 FIP-",RP,0.0,-1.6,36.0,20,L,15.0,3,48.0,186.0,193.0,157.0,
Reed Garrett,"RP, 43 ovr / 40 adj (16 stam, 3 pit) 50 GB% | 99 vsR | 113 vsL | 103 FIP-",RP,0.0,0.4,43.0,40,R,16.0,3,50.0,103.0,99.0,113.0,PIT
Reese Olson,"SP, 58 ovr / 58 adj (52 stam, 4 pit) 56 GB% | 97 vsR | 113 vsL | 100 FIP-",SP,2.7,0.5,58.0,58,R,52.0,4,56.0,100.0,97.0,113.0,NYM
Reggie Crawford,"RP, 36 ovr / 20 adj (25 stam, 3 pit) 48 GB% | 205 vsR | 201 vsL | 205 FIP-",RP,0.0,-1.9,36.0,20,L,25.0,3,48.0,205.0,205.0,201.0,DET
Reid Detmers,"SP, 54 ovr / 59 adj (44 stam, 5 pit) 44 GB% | 99 vsR | 93 vsL | 98 FIP-",SP,2.9,0.6,54.0,59,L,44.0,5,44.0,98.0,99.0,93.0,BOS
Reinold Navarro,"SP, 33 ovr / 20 adj (55 stam, 2 pit) 53 GB% | 249 vsR | 231 vsL | 243 FIP-",SP,-6.7,-2.6,33.0,20,L,55.0,2,53.0,243.0,249.0,231.0,COL
Reiss Knehr,"SP, 45 ovr / 20 adj (45 stam, 3 pit) 51 GB% | 148 vsR | 177 vsL | 159 FIP-",SP,-1.7,-1.0,45.0,20,R,45.0,3,51.0,159.0,148.0,177.0,
Reiver Sanmartin,"RP, 40 ovr / 25 adj (31 stam, 0 pit) 63 GB% | 174 vsR | 93 vsL | 145 FIP-",RP,0.0,-0.7,40.0,25,L,31.0,0,63.0,145.0,174.0,93.0,
Reynaldo Lopez,"SP, 59 ovr / 56 adj (49 stam, 3 pit) 48 GB% | 97 vsR | 115 vsL | 103 FIP-",SP,2.5,0.4,59.0,56,R,49.0,3,48.0,103.0,97.0,115.0,SEA
Rhett Lowder,"SP, 45 ovr / 27 adj (62 stam, 2 pit) 53 GB% | 136 vsR | 158 vsL | 146 FIP-",SP,-0.8,-0.7,45.0,27,R,62.0,2,53.0,146.0,136.0,158.0,BOS
Richard Fitts,"SP, 46 ovr / 27 adj (58 stam, 0 pit) 48 GB% | 141 vsR | 166 vsL | 147 FIP-",SP,-0.9,-0.7,46.0,27,R,58.0,0,48.0,147.0,141.0,166.0,LAA
Richard Guasch,"RP, 37 ovr / 20 adj (25 stam, 2 pit) 44 GB% | 151 vsR | 198 vsL | 167 FIP-",RP,0.0,-1.2,37.0,20,R,25.0,2,44.0,167.0,151.0,198.0,
Richard Lovelady,"RP, 42 ovr / 40 adj (17 stam, 3 pit) 57 GB% | 119 vsR | 92 vsL | 105 FIP-",RP,0.0,0.4,42.0,40,L,17.0,3,57.0,105.0,119.0,92.0,
Ricky Tiedemann,"SP, 41 ovr / 21 adj (41 stam, 3 pit) 50 GB% | 161 vsR | 140 vsL | 156 FIP-",SP,-1.5,-0.9,41.0,21,L,41.0,3,50.0,156.0,161.0,140.0,CHC
Ricky Vanasco,"RP, 37 ovr / 20 adj (23 stam, 3 pit) 45 GB% | 186 vsR | 170 vsL | 181 FIP-",RP,0.0,-1.5,37.0,20,R,23.0,3,45.0,181.0,186.0,170.0,TEX
Rico Garcia,"RP, 40 ovr / 22 adj (17 stam, 4 pit) 44 GB% | 160 vsR | 146 vsL | 153 FIP-",RP,0.0,-0.8,40.0,22,R,17.0,4,44.0,153.0,160.0,146.0,
Riley Cornelio,"SP, 43 ovr / 20 adj (49 stam, 4 pit) 48 GB% | 164 vsR | 192 vsL | 176 FIP-",SP,-2.8,-1.3,43.0,20,R,49.0,4,48.0,176.0,164.0,192.0,OAK
Riley Martin,"RP, 39 ovr / 23 adj (23 stam, 3 pit) 54 GB% | 157 vsR | 141 vsL | 152 FIP-",RP,0.0,-0.8,39.0,23,L,23.0,3,54.0,152.0,157.0,141.0,
Riley O'Brien,"SP, 48 ovr / 64 adj (30 stam, 3 pit) 56 GB% | 77 vsR | 98 vsL | 86 FIP-",SP,3.9,0.9,48.0,64,R,30.0,3,56.0,86.0,77.0,98.0,NYY
Riley Pint,"RP, 39 ovr / 27 adj (17 stam, 3 pit) 48 GB% | 131 vsR | 148 vsL | 140 FIP-",RP,0.0,-0.5,39.0,27,R,17.0,3,48.0,140.0,131.0,148.0,
Riley Quick,"SP, 36 ovr / 20 adj (59 stam, 2 pit) 59 GB% | 203 vsR | 230 vsL | 214 FIP-",SP,-5.1,-2.1,36.0,20,R,59.0,2,59.0,214.0,203.0,230.0,CIN
Rito Lugo,"RP, 42 ovr / 20 adj (42 stam, 0 pit) 51 GB% | 188 vsR | 184 vsL | 186 FIP-",RP,0.0,-1.6,42.0,20,L,42.0,0,51.0,186.0,188.0,184.0,
River Hamilton,"SP, 28 ovr / 20 adj (59 stam, 0 pit) 50 GB% | 313 vsR | 330 vsL | 323 FIP-",SP,-10.3,-3.8,28.0,20,R,59.0,0,50.0,323.0,313.0,330.0,LAA
River Ryan,"SP, 49 ovr / 45 adj (44 stam, 3 pit) 55 GB% | 107 vsR | 132 vsL | 118 FIP-",SP,1.2,0.0,49.0,45,R,44.0,3,55.0,118.0,107.0,132.0,CIN
RJ Petit,"RP, 43 ovr / 42 adj (20 stam, 2 pit) 59 GB% | 100 vsR | 99 vsL | 99 FIP-",RP,0.0,0.5,43.0,42,R,20.0,2,59.0,99.0,100.0,99.0,
Rob Zastryzny,"RP, 40 ovr / 23 adj (15 stam, 1 pit) 45 GB% | 158 vsR | 144 vsL | 152 FIP-",RP,0.0,-0.8,40.0,23,L,15.0,1,45.0,152.0,158.0,144.0,
Robbie Ray,"SP, 54 ovr / 36 adj (62 stam, 3 pit) 40 GB% | 137 vsR | 123 vsL | 132 FIP-",SP,0.2,-0.3,54.0,36,L,62.0,3,40.0,132.0,137.0,123.0,LAA
Robby Snelling,"SP, 45 ovr / 21 adj (53 stam, 2 pit) 50 GB% | 171 vsR | 122 vsL | 156 FIP-",SP,-1.6,-0.9,45.0,21,L,53.0,2,50.0,156.0,171.0,122.0,OAK
Robert Garcia,"RP, 55 ovr / 46 adj (14 stam, 3 pit) 52 GB% | 90 vsR | 86 vsL | 90 FIP-",RP,0.0,0.8,55.0,46,L,14.0,3,52.0,90.0,90.0,86.0,NYM
Robert Gasser,"SP, 51 ovr / 52 adj (54 stam, 3 pit) 45 GB% | 121 vsR | 84 vsL | 108 FIP-",SP,2.0,0.3,51.0,52,L,54.0,3,45.0,108.0,121.0,84.0,MIL
Robert Stephenson,"RP, 50 ovr / 42 adj (15 stam, 3 pit) 42 GB% | 98 vsR | 106 vsL | 100 FIP-",RP,0.0,0.5,50.0,42,R,15.0,3,42.0,100.0,98.0,106.0,MIA
Robert Stock,"RP, 41 ovr / 20 adj (38 stam, 2 pit) 50 GB% | 169 vsR | 188 vsL | 179 FIP-",RP,0.0,-1.4,41.0,20,R,38.0,2,50.0,179.0,169.0,188.0,
Robert Suarez,"RP, 56 ovr / 42 adj (15 stam, 2 pit) 47 GB% | 111 vsR | 89 vsL | 98 FIP-",RP,0.0,0.6,56.0,42,R,15.0,2,47.0,98.0,111.0,89.0,SEA
Robinson Ortiz,"RP, 45 ovr / 36 adj (21 stam, 3 pit) 49 GB% | 113 vsR | 118 vsL | 113 FIP-",RP,0.0,0.1,45.0,36,L,21.0,3,49.0,113.0,113.0,118.0,SF
Roddery Munoz,"SP, 41 ovr / 20 adj (46 stam, 4 pit) 40 GB% | 161 vsR | 216 vsL | 187 FIP-",SP,-3.5,-1.6,41.0,20,R,46.0,4,40.0,187.0,161.0,216.0,
Roki Sasaki,"SP, 61 ovr / 62 adj (72 stam, 3 pit) 47 GB% | 84 vsR | 99 vsL | 91 FIP-",SP,3.4,0.7,61.0,62,R,72.0,3,47.0,91.0,84.0,99.0,ARI
Rolddy Munoz,"RP, 40 ovr / 33 adj (24 stam, 2 pit) 48 GB% | 114 vsR | 136 vsL | 123 FIP-",RP,0.0,-0.1,40.0,33,R,24.0,2,48.0,123.0,114.0,136.0,
Ron Marinaccio,"RP, 43 ovr / 29 adj (18 stam, 3 pit) 45 GB% | 117 vsR | 152 vsL | 134 FIP-",RP,0.0,-0.4,43.0,29,R,18.0,3,45.0,134.0,117.0,152.0,
Ronan Kopp,"RP, 37 ovr / 20 adj (23 stam, 2 pit) 41 GB% | 184 vsR | 162 vsL | 178 FIP-",RP,0.0,-1.4,37.0,20,L,23.0,2,41.0,178.0,184.0,162.0,MIL
Ronel Blanco,"SP, 48 ovr / 20 adj (63 stam, 3 pit) 44 GB% | 157 vsR | 169 vsL | 160 FIP-",SP,-1.8,-1.0,48.0,20,R,63.0,3,44.0,160.0,157.0,169.0,
Ronny Henriquez,"RP, 55 ovr / 45 adj (21 stam, 3 pit) 59 GB% | 90 vsR | 92 vsL | 91 FIP-",RP,0.0,0.8,55.0,45,R,21.0,3,59.0,91.0,90.0,92.0,CLE
Rorik Maltrud,"RP, 38 ovr / 20 adj (49 stam, 2 pit) 46 GB% | 191 vsR | 207 vsL | 197 FIP-",RP,0.0,-1.8,38.0,20,R,49.0,2,46.0,197.0,191.0,207.0,
Rowan Wick,"RP, 46 ovr / 34 adj (16 stam, 3 pit) 56 GB% | 118 vsR | 118 vsL | 118 FIP-",RP,0.0,0.0,46.0,34,R,16.0,3,56.0,118.0,118.0,118.0,
Royber Salinas,"RP, 39 ovr / 20 adj (32 stam, 2 pit) 46 GB% | 174 vsR | 204 vsL | 191 FIP-",RP,0.0,-1.7,39.0,20,R,32.0,2,46.0,191.0,174.0,204.0,
Ruben Ramirez,"RP, 37 ovr / 20 adj (23 stam, 0 pit) 53 GB% | 166 vsR | 197 vsL | 182 FIP-",RP,0.0,-1.5,37.0,20,R,23.0,0,53.0,182.0,166.0,197.0,
Russell Smith,"RP, 31 ovr / 20 adj (25 stam, 0 pit) 36 GB% | 290 vsR | 286 vsL | 290 FIP-",RP,0.0,-3.4,31.0,20,L,25.0,0,36.0,290.0,290.0,286.0,CIN
Ryan Bergert,"RP, 40 ovr / 20 adj (36 stam, 1 pit) 42 GB% | 157 vsR | 172 vsL | 164 FIP-",RP,0.0,-1.1,40.0,20,R,36.0,1,42.0,164.0,157.0,172.0,PIT
Ryan Borucki,"RP, 41 ovr / 32 adj (13 stam, 2 pit) 58 GB% | 136 vsR | 92 vsL | 124 FIP-",RP,0.0,-0.1,41.0,32,L,13.0,2,58.0,124.0,136.0,92.0,PHI
Ryan Bourassa,"RP, 36 ovr / 20 adj (15 stam, 2 pit) 42 GB% | 180 vsR | 203 vsL | 192 FIP-",RP,0.0,-1.7,36.0,20,R,15.0,2,42.0,192.0,180.0,203.0,
Ryan Brasier,"RP, 53 ovr / 38 adj (15 stam, 2 pit) 47 GB% | 90 vsR | 141 vsL | 109 FIP-",RP,0.0,0.2,53.0,38,R,15.0,2,47.0,109.0,90.0,141.0,PHI
Ryan Burr,"RP, 49 ovr / 42 adj (15 stam, 2 pit) 38 GB% | 92 vsR | 106 vsL | 98 FIP-",RP,0.0,0.6,49.0,42,R,15.0,2,38.0,98.0,92.0,106.0,LAD
Ryan Cermak,"RP, 37 ovr / 20 adj (16 stam, 0 pit) 46 GB% | 396 vsR | 398 vsL | 397 FIP-",RP,0.0,-4.8,37.0,20,R,16.0,0,46.0,397.0,396.0,398.0,DET
Ryan Feltner,"SP, 43 ovr / 20 adj (64 stam, 1 pit) 51 GB% | 165 vsR | 198 vsL | 178 FIP-",SP,-3.0,-1.4,43.0,20,R,64.0,1,51.0,178.0,165.0,198.0,
Ryan Fernandez,"RP, 45 ovr / 36 adj (17 stam, 3 pit) 47 GB% | 118 vsR | 110 vsL | 114 FIP-",RP,0.0,0.1,45.0,36,R,17.0,3,47.0,114.0,118.0,110.0,SF
Ryan Gallagher,"SP, 39 ovr / 20 adj (54 stam, 3 pit) 50 GB% | 189 vsR | 196 vsL | 193 FIP-",SP,-3.9,-1.7,39.0,20,R,54.0,3,50.0,193.0,189.0,196.0,
Ryan Gusto,"SP, 45 ovr / 20 adj (54 stam, 1 pit) 44 GB% | 161 vsR | 167 vsL | 165 FIP-",SP,-2.2,-1.1,45.0,20,R,54.0,1,44.0,165.0,161.0,167.0,
Ryan Harbin,"RP, 36 ovr / 20 adj (19 stam, 2 pit) 52 GB% | 153 vsR | 221 vsL | 186 FIP-",RP,0.0,-1.6,36.0,20,R,19.0,2,52.0,186.0,153.0,221.0,
Ryan Helsley,"RP, 60 ovr / 47 adj (16 stam, 3 pit) 43 GB% | 76 vsR | 95 vsL | 87 FIP-",RP,0.0,0.9,60.0,47,R,16.0,3,43.0,87.0,76.0,95.0,CHW
Ryan Jennings,"RP, 39 ovr / 23 adj (21 stam, 3 pit) 49 GB% | 147 vsR | 156 vsL | 151 FIP-",RP,0.0,-0.8,39.0,23,R,21.0,3,49.0,151.0,147.0,156.0,
Ryan Johnson,"SP, 44 ovr / 21 adj (62 stam, 2 pit) 60 GB% | 141 vsR | 170 vsL | 156 FIP-",SP,-1.5,-0.9,44.0,21,R,62.0,2,60.0,156.0,141.0,170.0,
Ryan Lambert,"RP, 39 ovr / 20 adj (22 stam, 2 pit) 48 GB% | 149 vsR | 182 vsL | 165 FIP-",RP,0.0,-1.1,39.0,20,R,22.0,2,48.0,165.0,149.0,182.0,
Ryan Lobus,"SP, 42 ovr / 26 adj (34 stam, 4 pit) 49 GB% | 132 vsR | 164 vsL | 148 FIP-",SP,-1.0,-0.7,42.0,26,R,34.0,4,49.0,148.0,132.0,164.0,
Ryan Loutos,"RP, 38 ovr / 20 adj (19 stam, 1 pit) 50 GB% | 169 vsR | 173 vsL | 170 FIP-",RP,0.0,-1.2,38.0,20,R,19.0,1,50.0,170.0,169.0,173.0,
Ryan Mitchell,"RP, 28 ovr / 20 adj (13 stam, 0 pit) 38 GB% | 397 vsR | 398 vsL | 397 FIP-",RP,0.0,-4.8,28.0,20,R,13.0,0,38.0,397.0,397.0,398.0,WAS
Ryan Murphy,"RP, 34 ovr / 20 adj (27 stam, 0 pit) 42 GB% | 224 vsR | 237 vsL | 230 FIP-",RP,0.0,-2.4,34.0,20,R,27.0,0,42.0,230.0,224.0,237.0,CLE
Ryan Pepiot,"SP, 55 ovr / 34 adj (55 stam, 4 pit) 42 GB% | 133 vsR | 137 vsL | 135 FIP-",SP,0.0,-0.4,55.0,34,R,55.0,4,42.0,135.0,133.0,137.0,ATL
Ryan Ramsey,"SP, 38 ovr / 20 adj (52 stam, 1 pit) 41 GB% | 198 vsR | 197 vsL | 197 FIP-",SP,-4.1,-1.8,38.0,20,L,52.0,1,41.0,197.0,198.0,197.0,
Ryan Rolison,"RP, 37 ovr / 20 adj (32 stam, 0 pit) 52 GB% | 193 vsR | 202 vsL | 194 FIP-",RP,0.0,-1.7,37.0,20,L,32.0,0,52.0,194.0,193.0,202.0,NYM
Ryan Sloan,"SP, 36 ovr / 20 adj (63 stam, 0 pit) 55 GB% | 226 vsR | 242 vsL | 232 FIP-",SP,-6.1,-2.4,36.0,20,R,63.0,0,55.0,232.0,226.0,242.0,CHC
Ryan Thompson,"RP, 45 ovr / 37 adj (15 stam, 1 pit) 68 GB% | 81 vsR | 182 vsL | 112 FIP-",RP,0.0,0.2,45.0,37,R,15.0,1,68.0,112.0,81.0,182.0,LAD
Ryan Walker,"RP, 55 ovr / 53 adj (16 stam, 2 pit) 53 GB% | 59 vsR | 86 vsL | 72 FIP-",RP,0.0,1.3,55.0,53,R,16.0,2,53.0,72.0,59.0,86.0,DET
Ryan Watson,"RP, 40 ovr / 23 adj (19 stam, 1 pit) 49 GB% | 137 vsR | 172 vsL | 151 FIP-",RP,0.0,-0.8,40.0,23,R,19.0,1,49.0,151.0,137.0,172.0,
Ryan Weathers,"SP, 51 ovr / 38 adj (51 stam, 2 pit) 52 GB% | 141 vsR | 96 vsL | 129 FIP-",SP,0.4,-0.3,51.0,38,L,51.0,2,52.0,129.0,141.0,96.0,STL
Ryan Weiss,"SP, 46 ovr / 31 adj (57 stam, 4 pit) 59 GB% | 134 vsR | 142 vsL | 139 FIP-",SP,-0.4,-0.5,46.0,31,R,57.0,4,59.0,139.0,134.0,142.0,
Ryan Yarbrough,"SP, 43 ovr / 20 adj (42 stam, 3 pit) 45 GB% | 198 vsR | 108 vsL | 174 FIP-",SP,-2.7,-1.3,43.0,20,L,42.0,3,45.0,174.0,198.0,108.0,
Ryan Zeferjahn,"RP, 40 ovr / 23 adj (23 stam, 3 pit) 44 GB% | 144 vsR | 156 vsL | 150 FIP-",RP,0.0,-0.8,40.0,23,R,23.0,3,44.0,150.0,144.0,156.0,CHC
Ryder Ryan,"RP, 36 ovr / 20 adj (18 stam, 0 pit) 50 GB% | 170 vsR | 235 vsL | 193 FIP-",RP,0.0,-1.7,36.0,20,R,18.0,0,50.0,193.0,170.0,235.0,
Rylan Kaufman,"RP, 38 ovr / 20 adj (49 stam, 2 pit) 48 GB% | 198 vsR | 189 vsL | 195 FIP-",RP,0.0,-1.7,38.0,20,L,49.0,2,48.0,195.0,198.0,189.0,
Ryne Nelson,"SP, 50 ovr / 40 adj (56 stam, 1 pit) 47 GB% | 109 vsR | 149 vsL | 126 FIP-",SP,0.7,-0.2,50.0,40,R,56.0,1,47.0,126.0,109.0,149.0,KC
Ryne Stanek,"RP, 43 ovr / 34 adj (14 stam, 3 pit) 39 GB% | 116 vsR | 128 vsL | 120 FIP-",RP,0.0,0.0,43.0,34,R,14.0,3,39.0,120.0,116.0,128.0,WAS
Sal Frelick,"SP, 49 ovr / 20 adj (77 stam, 0 pit) 47 GB% | 397 vsR | 399 vsL | 398 FIP-",SP,-13.1,-4.8,49.0,20,R,77.0,0,47.0,398.0,397.0,399.0,SF
Sam Aldegheri,"SP, 37 ovr / 20 adj (54 stam, 0 pit) 42 GB% | 231 vsR | 207 vsL | 224 FIP-",SP,-5.7,-2.3,37.0,20,L,54.0,0,42.0,224.0,231.0,207.0,TEX
Sam Bachman,"SP, 39 ovr / 26 adj (60 stam, 2 pit) 63 GB% | 134 vsR | 160 vsL | 149 FIP-",SP,-1.0,-0.7,39.0,26,R,60.0,2,63.0,149.0,134.0,160.0,STL
Sam Carlson,"RP, 39 ovr / 23 adj (24 stam, 3 pit) 51 GB% | 162 vsR | 138 vsL | 151 FIP-",RP,0.0,-0.8,39.0,23,R,24.0,3,51.0,151.0,162.0,138.0,
Sam Hentges,"RP, 51 ovr / 53 adj (14 stam, 3 pit) 60 GB% | 76 vsR | 64 vsL | 73 FIP-",RP,0.0,1.3,51.0,53,L,14.0,3,60.0,73.0,76.0,64.0,MIL
Sam Moll,"RP, 42 ovr / 29 adj (13 stam, 3 pit) 52 GB% | 146 vsR | 98 vsL | 133 FIP-",RP,0.0,-0.4,42.0,29,L,13.0,3,52.0,133.0,146.0,98.0,
Sammy Peralta,"RP, 43 ovr / 28 adj (24 stam, 2 pit) 52 GB% | 157 vsR | 94 vsL | 136 FIP-",RP,0.0,-0.4,43.0,28,L,24.0,2,52.0,136.0,157.0,94.0,
Samy Natera Jr.,"SP, 37 ovr / 20 adj (53 stam, 3 pit) 44 GB% | 210 vsR | 190 vsL | 202 FIP-",SP,-4.4,-1.9,37.0,20,L,53.0,3,44.0,202.0,210.0,190.0,MIL
Sandy Alcantara,"SP, 54 ovr / 60 adj (68 stam, 0 pit) 63 GB% | 87 vsR | 131 vsL | 97 FIP-",SP,3.0,0.6,54.0,60,R,68.0,0,63.0,97.0,87.0,131.0,HOU
Sandy Gaston,"RP, 36 ovr / 20 adj (39 stam, 1 pit) 47 GB% | 210 vsR | 206 vsL | 210 FIP-",RP,0.0,-2.0,36.0,20,R,39.0,1,47.0,210.0,210.0,206.0,MIA
Santiago Suarez,"SP, 40 ovr / 20 adj (59 stam, 0 pit) 44 GB% | 227 vsR | 227 vsL | 227 FIP-",SP,-5.8,-2.3,40.0,20,R,59.0,0,44.0,227.0,227.0,227.0,TEX
Saul Garcia,"RP, 36 ovr / 20 adj (23 stam, 2 pit) 49 GB% | 175 vsR | 202 vsL | 187 FIP-",RP,0.0,-1.6,36.0,20,R,23.0,2,49.0,187.0,175.0,202.0,
Saul Teran,"RP, 39 ovr / 20 adj (22 stam, 3 pit) 49 GB% | 136 vsR | 187 vsL | 162 FIP-",RP,0.0,-1.0,39.0,20,R,22.0,3,49.0,162.0,136.0,187.0,
Sawyer Gipson-Long,"RP, 42 ovr / 24 adj (46 stam, 1 pit) 59 GB% | 124 vsR | 177 vsL | 149 FIP-",RP,0.0,-0.8,42.0,24,R,46.0,1,59.0,149.0,124.0,177.0,CIN
Scott Alexander,"RP, 37 ovr / 20 adj (13 stam, 0 pit) 70 GB% | 180 vsR | 98 vsL | 161 FIP-",RP,0.0,-1.0,37.0,20,L,13.0,0,70.0,161.0,180.0,98.0,
